OIS_ID,BYG_ANVEND,KoorNord,KoorOest
5093150,930,6241624.19,587458.68
5210576,930,6244120.13,585462.94
5210581,930,6244120.13,585462.94
5122469,930,6233356.18,600051.87
5183598,930,6229658.26,586558.21
5295472,930,6231664.81,605419.41
5298289,930,0,0
5255053,930,6225024.84,604460.77
5255056,930,6225024.84,604460.77
5279394,930,6238432.78,605974.76
2271702,920,6242933.39,611675.72
4723883,920,6250860.48,587195.96
4842440,920,6233397.36,600702.19
4752946,920,6243336.93,586270.41
4929286,920,6249977.55,592691.99
4995316,920,6227740.56,585688.44
4128479,930,6227111.72,585584.04
1388885,930,6228994,603751.69
2331068,930,6228492.09,604425.85
2677642,910,6223176.25,594251
3557692,910,6246957.17,589669.63
5328049,950,6242035.19,581607.01
4685370,910,6241053.27,587434.45
538852,920,6244266.09,584829.49
1722050,920,6242047.74,581086.2
1257237,920,6247008.43,589427.1
546215,920,6242554.14,591737.99
1278898,920,6245139.89,590409.52
2088995,920,6241702.23,594053.65
1301078,920,6240029.52,588084.65
2419113,920,6240030.48,588086.34
545769,920,6241573.65,594262.14
2656985,920,6241073.86,587456.22
1248963,920,6240989.42,587338.29
3805200,920,6243588.71,586089.9
2087999,920,6241199.29,587737.5
4123604,920,6241256.35,587181.72
1298902,920,6246828.17,589523.9
1248947,920,6246937.23,589514.61
2088508,920,6248978.96,588449.91
3563604,920,6246630.16,588554.59
4375147,920,6244791.59,590531.48
2656649,930,6240204.45,588547.55
1289198,930,6240189.63,588608.88
3228974,930,6239966.23,587980.13
3801776,930,6240014.78,587994.22
4373468,920,6247918.39,589110.93
546003,920,6241711.29,590379.69
2656347,920,6245662.84,590140.97
4685494,930,6239965.85,588508.97
4722169,930,6218732.14,594121.61
1719077,930,6224574.64,607041.32
488856,930,6224794.21,605230.66
1776610,930,6228536.58,603879.72
1263149,930,6247365.41,589668.95
488878,920,6223701.23,604890.12
1519368,920,6252671.39,597227.94
4935371,920,6233443.22,600283.76
1608876,920,6228431.39,603778.78
3801723,920,6240579.32,591666.11
1343061,920,6245912.01,579420.28
4772940,930,6232611.24,603114.75
2413592,930,6238650.73,605965.98
3228735,930,6240219.62,590874.55
4992308,930,6233138.17,601826.28
4723885,930,6250860.48,587197.69
4753885,930,6240683.8,591082.82
538058,930,6243365.85,586239.82
4774453,930,6234644.2,591677.28
